"x1","x2","y"
1.43767296569422,1.06044084066525,1
1.71485531260259,4.64289035182446,0
2.39337600651197,1.66059566661716,1
0.802081775618717,1.83187368442304,1
3.09720196179114,4.77347387000918,0
0.0246630213223398,3.33816017024219,1
1.72857020865194,3.60882618580945,1
2.89184942259453,2.32130833901465,1
1.21130345272832,1.75663028145209,1
2.89927854551934,0.9605380857829,1
4.73325003637001,0.495694415876642,0
3.91860462841578,0.298362508183345,1
3.98267589276657,3.36965472553857,0
1.48663476575166,1.39209300163202,1
1.76452479325235,1.27888723276556,1
3.8255784381181,4.98483005678281,0
1.63908068323508,2.10995579720475,1
4.25676133483648,1.88839658163488,1
0.455390997231007,0.92416349449195,1
3.08114134939387,4.59095714264549,0
2.46576483128592,4.74128477624618,0
1.85280887060799,3.36132507189177,1
1.87690299935639,1.00009847898036,1
3.01421344978735,1.61062840372324,1
2.90814436972141,1.22912049060687,1
0.687529116403311,0.212080910569057,1
0.126495287986472,1.5018943452742,1
2.50161137315445,1.25758436392061,1
0.369498840300366,3.43642203952186,1
3.69438435300253,0.668599044438452,1
0.109564706217498,2.59616207680665,1
1.53017503325827,2.8889157762751,1
0.729041249724105,0.846294272923842,1
4.65760883758776,1.54613015125506,1
4.76251624058932,1.81401070905849,0
2.14700999902561,3.71632325579412,1
2.3350958712399,1.92526640603319,1
2.56998401135206,1.54053805395961,1
3.99660314666107,3.45246128388681,0
0.522888285340741,3.82175693754107,1
1.35565776145086,4.30008157622069,0
3.4926970792003,0.0108010473195463,1
0.584126053145155,3.20131134940311,1
4.49131400557235,1.44721746444702,1
0.887050427263603,3.77365919062868,1
2.41048589581624,2.40390234976076,1
1.92875444772653,3.28375243465416,1
2.45481600635685,3.24786935816519,1
1.59563867142424,0.861228227149695,1
3.06645293836482,1.90268398378976,1
0.897240107879043,3.33938073250465,1
3.28091509174556,0.754712232155725,1
3.69742853799835,0.739700070116669,1
0.687217067461461,0.873800051631406,1
3.59868425992317,3.24702483369038,0
0.258917909814045,4.3577321851626,1
1.80706125334837,1.99352297466248,1
4.73315576324239,4.88197275437415,0
1.10391303314827,3.77714204951189,1
0.703335884027183,1.64016943657771,1
0.351946308510378,3.26461251475848,1
1.6218283760827,4.27597853820771,1
2.29760739952326,1.40196906169876,1
2.820164518198,3.03961427300237,1
0.690173371694982,3.15939362393692,1
2.40523214451969,3.89524514903314,0
1.91351780900732,3.99479090701789,1
0.321018160320818,0.295560123631731,1
4.33484836481512,1.69166579260491,0
3.37958780815825,3.83795072324574,0
2.76732178172097,1.4614519465249,1
1.8387768836692,3.41740068630315,1
2.29366153711453,4.37438467517495,1
3.84865580825135,1.08990886481479,1
1.88337178085931,0.338768453802913,1
0.563929224153981,1.90750094829127,1
4.4137671648059,0.778786112787202,1
3.90249446383677,0.486851051682606,1
2.08847526810132,4.46485815802589,0
0.801085826242343,0.23737134761177,1
3.50784599548206,2.06015881267376,1
3.6208904767409,2.39622414228506,1
3.10951635823585,1.2761871679686,1
2.10087040439248,0.381282479502261,1
0.0791986286640167,2.61016410659067,1
3.94143696408719,2.05560301546939,1
1.49921621545218,2.21037169103511,1
3.53105339570902,2.11366734001786,1
1.75186748965643,3.58637162134983,1
3.36679619853385,2.43110420298763,1
3.14769618446007,0.582279381342232,1
4.66408525709994,2.52232221886516,0
3.81092460011132,1.05721806874499,1
4.16570710134692,0.0679823383688927,1
2.03219125629403,4.66401411336847,0
0.837271247291937,1.11367098637857,1
0.039354816544801,1.30756483413279,1
3.43906358466484,3.73705577803776,1
3.47695438074879,4.04290014412254,1
2.0853293617256,4.29378416156396,0
3.52860651444644,0.0405242794658989,1
4.72585662384517,0.0403417961206287,1
4.1908020793926,0.438476819545031,1
4.43724829470739,2.99082895391621,0
4.70790200284682,0.272160274907947,1
3.91158918384463,2.04802661784925,1
4.3844908347819,1.06276127276942,0
3.0055745143909,4.7719632810913,0
1.15075102890842,4.19913328601979,1
